NAME_CONTRACT_TYPE,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,WEEKDAY_APPR_PROCESS_START,ORGANIZATION_TYPE,y_true,y_pred
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,Postal,0,0
Cash loans,N,Y,Family,Working,Secondary / secondary special,Single / not married,House / apartment,SATURDAY,Industry: type 11,1,1
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Housing,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,MONDAY,Business Entity Type 1,0,0
Revolving loans,Y,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,Construction,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Transport: type 4,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,THURSDAY,School,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Police,0,0
Cash loans,N,Y,Family,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Medicine,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,Medicine,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Trade: type 7,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Trade: type 3,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,MONDAY,Other,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,TUESDAY,Security,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,FRIDAY,XNA,0,0
Cash loans,N,Y,Family,Commercial associate,Higher education,Married,House / apartment,FRIDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Kindergarten,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Industry: type 11,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Higher education,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 2,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Children,Working,Secondary / secondary special,Separated,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Family,Working,Incomplete higher,Married,House / apartment,MONDAY,Other,1,1
Cash loans,N,N,Family,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Kindergarten,0,0
Revolving loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,SATURDAY,Other,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,THURSDAY,Medicine,0,0
Cash loans,Y,Y,Family,State servant,Secondary / secondary special,Married,House / apartment,FRIDAY,Military,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,TUESDAY,Postal,0,0
Revolving loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,SATURDAY,Security,0,0
Cash loans,Y,N,Family,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,WEDNESDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Trade: type 7,0,0
Cash loans,N,Y,Family,State servant,Higher education,Married,House / apartment,THURSDAY,School,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,Security,1,1
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,Self-employed,1,1
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,WEDNESDAY,XNA,0,0
Revolving loans,N,Y,Unaccompanied,Working,Higher education,Single / not married,House / apartment,THURSDAY,Housing,1,1
Cash loans,Y,Y,Unaccompanied,State servant,Higher education,Married,House / apartment,WEDNESDAY,Medicine,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 2,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Government,1,1
Cash loans,Y,Y,Unaccompanied,Commercial associate,Higher education,Married,Office apartment,MONDAY,Self-employed,1,1
Cash loans,N,Y,Family,Working,Secondary / secondary special,Separated,House / apartment,MONDAY,Self-employed,1,1
Cash loans,Y,Y,Unaccompanied,Commercial associate,Higher education,Married,Office apartment,SATURDAY,Self-employed,1,1
Cash loans,Y,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,THURSDAY,School,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Medicine,1,1
Cash loans,Y,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3,1,1
Cash loans,N,Y,Children,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Agriculture,1,1
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Business Entity Type 3,1,1
Cash loans,Y,N,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,With parents,THURSDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,WEDNESDAY,Medicine,1,1
Cash loans,Y,Y,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,THURSDAY,Business Entity Type 1,0,0
Cash loans,Y,N,Unaccompanied,Working,Higher education,Married,House / apartment,THURSDAY,Security,0,0
Cash loans,N,Y,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,FRIDAY,School,0,0
Cash loans,Y,Y,Unaccompanied,State servant,Higher education,Married,House / apartment,THURSDAY,Medicine,1,1
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Industry: type 9,0,0
Cash loans,Y,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 2,1,1
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,SATURDAY,Business Entity Type 3,1,1
Cash loans,Y,Y,Unaccompanied,State servant,Higher education,Married,House / apartment,MONDAY,Government,1,1
Cash loans,Y,Y,"Spouse, partner",Working,Higher education,Married,House / apartment,WEDNESDAY,Government,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,XNA,0,0
Cash loans,Y,Y,"Spouse, partner",Working,Higher education,Married,House / apartment,WEDNESDAY,Trade: type 7,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,MONDAY,Business Entity Type 3,1,1
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,SATURDAY,School,0,0
Cash loans,Y,Y,Unaccompanied,Working,Higher education,Single / not married,House / apartment,TUESDAY,Security,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Other,1,1
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Transport: type 4,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA,0,0
Revolving loans,N,Y,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,SATURDAY,Police,1,1
Cash loans,N,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Revolving loans,Y,Y,Family,Working,Higher education,Married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Revolving loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,MONDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Married,House / apartment,SATURDAY,Business Entity Type 3,1,1
Cash loans,Y,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3,1,1
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,Y,N,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,Other,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Government,1,1
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed,1,1
Cash loans,N,N,Unaccompanied,Working,Higher education,Single / not married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,FRIDAY,Business Entity Type 3,1,1
Cash loans,Y,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Working,Higher education,Married,House / apartment,THURSDAY,Trade: type 7,1,1
Cash loans,N,Y,Unaccompanied,Working,Incomplete higher,Married,House / apartment,WEDNESDAY,Trade: type 7,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Medicine,1,1
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,WEDNESDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA,0,0
Cash loans,Y,Y,Family,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 1,1,1
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3,1,1
Cash loans,Y,Y,Family,Working,Higher education,Married,House / apartment,WEDNESDAY,Self-employed,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,SATURDAY,Self-employed,1,1
Revolving loans,N,Y,Unaccompanied,Pensioner,Higher education,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,Y,Family,Working,Higher education,Married,House / apartment,THURSDAY,Medicine,0,0
Revolving loans,N,Y,Family,Pensioner,Higher education,Married,House / apartment,FRIDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,Medicine,1,1
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Industry: type 3,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Higher education,Married,House / apartment,TUESDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Higher education,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,TUESDAY,Industry: type 9,1,1
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,SATURDAY,Business Entity Type 3,1,1
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,MONDAY,Construction,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3,1,1
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3,1,1
Cash loans,Y,N,Unaccompanied,Commercial associate,Lower secondary,Single / not married,House / apartment,MONDAY,Trade: type 7,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Business Entity Type 3,1,1
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Transport: type 4,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,Construction,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Higher education,Single / not married,House / apartment,MONDAY,Trade: type 3,1,1
Cash loans,Y,Y,Unaccompanied,Working,Higher education,Married,House / apartment,SATURDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,Kindergarten,1,1
Cash loans,Y,Y,Unaccompanied,Working,Higher education,Married,House / apartment,THURSDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Family,Pensioner,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,MONDAY,Business Entity Type 3,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Government,1,1
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Self-employed,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3,1,1
Cash loans,Y,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,TUESDAY,Business Entity Type 2,0,0
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,SATURDAY,Self-employed,1,1
Cash loans,N,Y,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,FRIDAY,Kindergarten,1,1
Cash loans,N,Y,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,MONDAY,School,1,1
Cash loans,N,Y,Unaccompanied,State servant,Secondary / secondary special,Single / not married,Municipal apartment,MONDAY,Medicine,1,1
Cash loans,Y,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,FRIDAY,Business Entity Type 3,1,1
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Security,1,1
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Transport: type 4,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Kindergarten,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,FRIDAY,Business Entity Type 1,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 1,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Working,Incomplete higher,Married,With parents,MONDAY,Self-employed,1,1
Cash loans,N,Y,Family,State servant,Secondary / secondary special,Married,House / apartment,TUESDAY,Postal,1,1
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 2,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,Business Entity Type 3,1,1
Cash loans,N,N,Unaccompanied,Commercial associate,Higher education,Single / not married,With parents,MONDAY,Government,1,1
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Business Entity Type 3,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,Y,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Industry: type 11,0,0
Revolving loans,N,N,Unaccompanied,Working,Secondary / secondary special,Single / not married,Rented apartment,FRIDAY,Postal,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA,0,0
Cash loans,Y,Y,Unaccompanied,Pensioner,Higher education,Married,House / apartment,MONDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Higher education,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Trade: type 7,0,0
Revolving loans,Y,Y,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,SUNDAY,Industry: type 11,1,1
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,TUESDAY,XNA,0,0
Cash loans,N,Y,Family,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3,1,1
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Self-employed,1,1
Cash loans,N,Y,Unaccompanied,Working,Lower secondary,Single / not married,Office apartment,SATURDAY,Other,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,SUNDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,FRIDAY,Construction,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA,0,0
Cash loans,Y,Y,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Transport: type 4,1,1
Cash loans,N,N,Unaccompanied,Working,Incomplete higher,Married,House / apartment,MONDAY,Self-employed,0,0
Cash loans,N,N,Family,Commercial associate,Higher education,Married,House / apartment,TUESDAY,Business Entity Type 1,0,0
Revolving loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,Industry: type 11,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,FRIDAY,Trade: type 7,1,1
Cash loans,Y,N,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,SATURDAY,Self-employed,1,1
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Housing,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Self-employed,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Other,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,Office apartment,THURSDAY,XNA,0,0
Cash loans,Y,N,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Government,1,1
Cash loans,N,N,Family,Working,Secondary / secondary special,Married,Municipal apartment,TUESDAY,Self-employed,1,1
Revolving loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,Rented apartment,FRIDAY,Business Entity Type 3,1,1
Cash loans,Y,Y,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,Government,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Kindergarten,0,0
Cash loans,N,Y,Family,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Other,0,0
Cash loans,Y,N,Unaccompanied,Working,Higher education,Single / not married,With parents,MONDAY,Business Entity Type 1,1,1
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,WEDNESDAY,Transport: type 4,0,0
Cash loans,N,Y,Unaccompanied,Working,Higher education,Widow,House / apartment,SUNDAY,Construction,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,MONDAY,Industry: type 9,0,0
Cash loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,SUNDAY,Construction,1,1
Cash loans,N,Y,Unaccompanied,State servant,Higher education,Married,House / apartment,MONDAY,Other,1,1
Cash loans,Y,Y,Unaccompanied,State servant,Secondary / secondary special,Married,Office apartment,WEDNESDAY,Military,1,1
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3,1,1
Cash loans,N,N,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,With parents,WEDNESDAY,Self-employed,0,0
Cash loans,Y,N,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,MONDAY,Business Entity Type 3,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Agriculture,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Construction,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3,1,1
Cash loans,N,Y,Family,Working,Higher education,Civil marriage,House / apartment,SUNDAY,Trade: type 3,1,1
Revolving loans,Y,Y,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Medicine,0,0
Cash loans,Y,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Business Entity Type 1,1,1
Cash loans,N,N,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,TUESDAY,Government,1,1
Cash loans,N,Y,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Self-employed,1,1
Cash loans,N,N,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,SATURDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,MONDAY,Industry: type 3,1,1
Cash loans,Y,Y,Family,Pensioner,Higher education,Married,House / apartment,MONDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,THURSDAY,Other,1,1
Cash loans,N,Y,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,MONDAY,XNA,0,0
Revolving loans,Y,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Lower secondary,Separated,House / apartment,TUESDAY,Trade: type 3,1,1
Revolving loans,Y,Y,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,XNA,0,0
Revolving loans,Y,Y,Unaccompanied,State servant,Higher education,Married,House / apartment,MONDAY,Military,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,SATURDAY,Kindergarten,1,1
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3,1,1
Revolving loans,N,Y,Unaccompanied,Pensioner,Higher education,Married,Municipal apartment,SUNDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,WEDNESDAY,XNA,0,0
Cash loans,N,N,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Medicine,0,0
Cash loans,N,Y,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Transport: type 4,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,With parents,THURSDAY,Self-employed,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Industry: type 9,1,1
Cash loans,N,Y,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,WEDNESDAY,Business Entity Type 3,0,0
Cash loans,N,N,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA,0,0
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,WEDNESDAY,Medicine,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,SUNDAY,School,1,1
Cash loans,N,Y,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3,1,1
